time;logger;level;message;exception
2011-10-25 11:19:17.0889;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Hilo/programs' was not found;
2011-10-25 11:19:17.0889;Raven.Database.Server.HttpServer;Debug;Request #  41: GET     -     1 ms - <default>  - 404 - /docs/Raven/Hilo/programs;
2011-10-25 11:19:17.3530;Raven.Database.DocumentDatabase;Debug;Putting a document with key: Raven/Hilo/programs and etag 00000000-0000-0000-0000-000000000000;
2011-10-25 11:19:17.3930;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'Raven/Hilo/programs', update: False, ;
2011-10-25 11:19:17.3930;Raven.Database.Server.HttpServer;Debug;Request #  42: PUT     -    94 ms - <default>  - 201 - /docs/Raven/Hilo/programs;
2011-10-25 11:19:17.4440;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2011-10-25 11:19:17.4790;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-25 11:19:17.4790;Raven.Database.Server.HttpServer;Debug;Request #  43: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-25 11:19:17.5320;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 0 documents for Raven/DocumentsByEntityName;
2011-10-25 11:19:18.7451;Raven.Database.Server.HttpServer;Debug;Request #  44: GET     -     4 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=128&noCache=1142957678;
2011-10-25 11:19:18.7551;Raven.Database.Server.HttpServer;Debug;Request #  45: GET     -    11 ms - <default>  - 200 - /docs/?start=0&pageSize=12&noCache=662099417;
2011-10-25 11:19:43.6176;Raven.Database.Server.HttpServer;Debug;Request #  46: GET     -     6 ms - <default>  - 404 - /static/SystemTemplate;
2011-10-25 11:19:46.4529;Raven.Database.Server.HttpServer;Debug;Request #  47: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=15&startsWith=Raven/Hilo/programs/&noCache=2244690;
2011-10-25 11:19:50.3113;Raven.Database.Server.HttpServer;Debug;Request #  48: GET     -     1 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=128&noCache=1210529938;
2011-10-25 11:20:08.5431;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-25 11:20:08.5431;Raven.Database.Server.HttpServer;Debug;Request #  49: GET     -     1 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-25 11:20:08.7211;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Hilo/programs' was found;
2011-10-25 11:20:08.7211;Raven.Database.Server.HttpServer;Debug;Request #  50: GET     -    13 ms - <default>  - 200 - /docs/Raven/Hilo/programs;
2011-10-25 11:20:08.7701;Raven.Database.DocumentDatabase;Debug;Putting a document with key: Raven/Hilo/programs and etag 00000000-0000-0100-0000-000000000001;
2011-10-25 11:20:08.7701;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'Raven/Hilo/programs', update: True, ;
2011-10-25 11:20:08.7701;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2011-10-25 11:20:08.7701;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 0 documents for Raven/DocumentsByEntityName;
2011-10-25 11:20:08.7701;Raven.Database.Server.HttpServer;Debug;Request #  51: PUT     -     4 ms - <default>  - 201 - /docs/Raven/Hilo/programs;
2011-10-25 11:20:08.9421;Raven.Database.DocumentDatabase;Debug;Executing batched commands in a single transaction;
2011-10-25 11:20:08.9421;Raven.Database.DocumentDatabase;Debug;Putting a document with key: programs/1025 and etag ;
2011-10-25 11:20:08.9421;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'programs/1025', update: False, ;
2011-10-25 11:20:08.9421;Raven.Database.DocumentDatabase;Debug;Putting a document with key: programs/1026 and etag ;
2011-10-25 11:20:08.9421;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Inserted a new document with key 'programs/1026', update: False, ;
2011-10-25 11:20:08.9421;Raven.Database.DocumentDatabase;Debug;Successfully executed 2 commands;
2011-10-25 11:20:08.9421;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 2 documents for index: Raven/DocumentsByEntityName;
2011-10-25 11:20:08.9421;Raven.Database.Server.HttpServer;Debug;Request #  52: POST    -    27 ms - <default>  - 200 - /bulk_docs;
2011-10-25 11:20:08.9551;Raven.Database.Server.HttpServer;Debug;"	PUT programs/1025
	PUT programs/1026
";
2011-10-25 11:20:08.9951;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-25 11:20:08.9951;Raven.Database.Server.HttpServer;Debug;Request #  53: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-25 11:20:09.1951;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:programs/1025> indexed,omitNorms<Tag:Programs> indexed,omitNorms<LastModified:20111025092008945>>;
2011-10-25 11:20:09.3142;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:programs/1026> indexed,omitNorms<Tag:Programs> indexed,omitNorms<LastModified:20111025092008947>>;
2011-10-25 11:20:09.5412;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 2 documents for Raven/DocumentsByEntityName;
2011-10-25 11:20:13.8196;Raven.Database.Server.HttpServer;Debug;Request #  54: GET     -     5 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=128&noCache=539902092;
2011-10-25 11:20:13.8236;Raven.Database.Server.HttpServer;Debug;Request #  55: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=12&noCache=2110814224;
2011-10-25 11:20:14.0536;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Programs;
2011-10-25 11:20:14.2036;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1025' was found;
2011-10-25 11:20:14.2036;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1026' was found;
2011-10-25 11:20:14.2306;Raven.Database.Server.HttpServer;Debug;Request #  56: GET     -   215 ms - <default>  - 0 - /indexes/Raven/DocumentsByEntityName?query=Tag%253APrograms&start=0&pageSize=0&aggregation=None;
2011-10-25 11:20:14.2306;Raven.Database.Server.HttpServer;Debug;Request #  57: POST    -   307 ms - <default>  - 200 - /multi_get/;
2011-10-25 11:20:16.4989;Raven.Database.Server.HttpServer;Debug;Request #  58: GET     -     2 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=128&noCache=2045420840;
2011-10-25 11:20:16.5079;Raven.Database.Server.HttpServer;Debug;Request #  59: GET     -     4 ms - <default>  - 200 - /docs/?start=0&pageSize=12&noCache=766101657;
2011-10-25 11:20:16.5339;Raven.Database.Server.HttpServer;Debug;Request #  60: GET     -     0 ms - <default>  - 404 - /static/programsTemplate;
2011-10-25 11:20:16.6059;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Programs;
2011-10-25 11:20:16.6059;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1025' was found;
2011-10-25 11:20:16.6059;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1026' was found;
2011-10-25 11:20:16.6059;Raven.Database.Server.HttpServer;Debug;Request #  61: GET     -     3 ms - <default>  - 0 - /indexes/Raven/DocumentsByEntityName?query=Tag%253APrograms&start=0&pageSize=0&aggregation=None;
2011-10-25 11:20:16.6059;Raven.Database.Server.HttpServer;Debug;Request #  62: POST    -     5 ms - <default>  - 200 - /multi_get/;
2011-10-25 11:20:17.2670;Raven.Database.Server.HttpServer;Debug;Request #  63: GET     -     2 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=128&noCache=717557657;
2011-10-25 11:20:17.3550;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Programs;
2011-10-25 11:20:17.3550;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1025' was found;
2011-10-25 11:20:17.3550;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1026' was found;
2011-10-25 11:20:17.3550;Raven.Database.Server.HttpServer;Debug;Request #  64: GET     -     6 ms - <default>  - 0 - /indexes/Raven/DocumentsByEntityName?query=Tag%253APrograms&start=0&pageSize=0&aggregation=None;
2011-10-25 11:20:17.3550;Raven.Database.Server.HttpServer;Debug;Request #  65: POST    -     9 ms - <default>  - 200 - /multi_get/;
2011-10-25 11:20:17.7390;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Programs;
2011-10-25 11:20:17.7390;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1025' was found;
2011-10-25 11:20:17.7390;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1026' was found;
2011-10-25 11:20:17.7390;Raven.Database.Server.HttpServer;Debug;Request #  66: GET     -     3 ms - <default>  - 200 - /indexes/Raven/DocumentsByEntityName?query=Tag%253APrograms&start=0&pageSize=130&aggregation=None;
2011-10-25 11:20:17.9600;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Programs;
2011-10-25 11:20:17.9600;Raven.Database.Server.HttpServer;Debug;Request #  67: GET     -     1 ms - <default>  - 200 - /indexes/Raven/DocumentsByEntityName?query=Tag%253APrograms&start=2&pageSize=128&aggregation=None;
2011-10-25 11:20:34.7947;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-25 11:20:34.7947;Raven.Database.Server.HttpServer;Debug;Request #  68: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-25 11:20:34.9237;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-25 11:20:34.9237;Raven.Database.Server.HttpServer;Debug;Request #  69: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-25 11:21:33.3056;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-25 11:21:33.3056;Raven.Database.Server.HttpServer;Debug;Request #  70: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-25 11:21:33.4426;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-25 11:21:33.4426;Raven.Database.Server.HttpServer;Debug;Request #  71: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-25 11:21:34.7137;Raven.Database.Storage.IndexDefinitionStorage;Info;"New index Temp%2fPrograms%2fByNameSortByName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_Temp_2fPrograms_2fByNameSortByName : AbstractViewGenerator
{
	public Index_Temp_2fPrograms_2fByNameSortByName()
	{
		this.ViewText = @""from doc in docs.Programs
select new { Name = doc.Name }
"";
		this.ForEntityNames.Add(""Programs"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""Programs""
			select new { Name = doc.Name, __document_id = doc.__document_id });
		this.AddField(""Name"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Name"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Name"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_Temp_2fPrograms_2fByNameSortByName : AbstractViewGenerator
{
	public Index_Temp_2fPrograms_2fByNameSortByName()
	{
		this.ViewText = @""from doc in docs.Programs
select new { Name = doc.Name }
"";
		this.ForEntityNames.Add(""Programs"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""Programs""
			select new { Name = doc.Name, __document_id = doc.__document_id });
		this.AddField(""Name"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Name"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Name"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
";
2011-10-25 11:21:34.7137;Raven.Database.Indexing.IndexStorage;Info;Creating index Temp/Programs/ByNameSortByName with encoded name Temp/Programs/ByNameSortByName;
2011-10-25 11:21:34.7607;Raven.Database.Indexing.Index.Indexing;Debug;Creating index for Temp/Programs/ByNameSortByName;
2011-10-25 11:21:34.7607;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 3 documents for index: Temp/Programs/ByNameSortByName;
2011-10-25 11:21:34.7607;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for all documents;
2011-10-25 11:21:34.7897;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Programs/ByNameSortByName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:programs/1025> indexed,tokenized<Name:ReSharper>>;
2011-10-25 11:21:34.7897;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Programs/ByNameSortByName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:programs/1026> indexed,tokenized<Name:RavenDB>>;
2011-10-25 11:21:34.7897;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 2 documents for Temp/Programs/ByNameSortByName;
2011-10-25 11:21:34.8927;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for all documents;
2011-10-25 11:21:34.9247;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1026' was found;
2011-10-25 11:21:34.9247;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1025' was found;
2011-10-25 11:21:34.9247;Raven.Database.Server.HttpServer;Debug;Request #  72: GET     -   424 ms - <default>  - 200 - /indexes/dynamic/Programs?query=&start=0&pageSize=128&aggregation=None&sort=Name;
2011-10-25 11:21:41.7904;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-25 11:21:41.7904;Raven.Database.Server.HttpServer;Debug;Request #  73: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-25 11:21:42.8195;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for all documents;
2011-10-25 11:21:42.8195;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1026' was found;
2011-10-25 11:21:42.8195;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1025' was found;
2011-10-25 11:21:42.8195;Raven.Database.Server.HttpServer;Debug;Request #  74: GET     -    31 ms - <default>  - 200 - /indexes/dynamic/Programs?query=&start=0&pageSize=128&aggregation=None&sort=Name;
2011-10-25 11:22:13.9426;Raven.Database.Server.HttpServer;Debug;Request #  75: GET     -     1 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=128&noCache=-290519436;
2011-10-25 11:22:13.9426;Raven.Database.Server.HttpServer;Debug;Request #  76: GET     -     0 ms - <default>  - 200 - /docs/?start=0&pageSize=12&noCache=-2000615023;
2011-10-25 11:22:14.0436;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Raven/DocumentsByEntityName for: Tag:Programs;
2011-10-25 11:22:14.0436;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1025' was found;
2011-10-25 11:22:14.0436;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/1026' was found;
