time;logger;level;message;exception
2011-10-26 11:11:17.4897;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Raven/DocumentsByEntityName;
2011-10-26 11:11:17.4897;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Raven/DocumentsByEntityName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:programs/3073> indexed,omitNorms<Tag:Programs> indexed,omitNorms<LastModified:20111026091117492>>;
2011-10-26 11:11:17.4897;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 1 documents for index: Temp/Programs/ByNameSortByName;
2011-10-26 11:11:17.4897;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Programs/ByNameSortByName' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:programs/3073> indexed,tokenized<Name:ReSharper>>;
2011-10-26 11:11:17.4897;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Temp/Programs/ByNameSortByName;
2011-10-26 11:11:17.4897;Raven.Database.Server.HttpServer;Debug;Request # 895: POST    -     2 ms - <default>  - 200 - /bulk_docs;
2011-10-26 11:11:17.4897;Raven.Database.Server.HttpServer;Debug;"	PUT programs/3073
";
2011-10-26 11:11:17.5122;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 1 documents for Raven/DocumentsByEntityName;
2011-10-26 11:11:17.5122;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:11:17.5122;Raven.Database.Server.HttpServer;Debug;Request # 896: GET     -     2 ms - <default>  - 200 - /docs/programs/3073;
2011-10-26 11:11:17.5272;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:11:17.5272;Raven.Database.Server.HttpServer;Debug;Request # 897: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:14:11.1766;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:14:11.1766;Raven.Database.Server.HttpServer;Debug;Request # 898: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:14:11.2091;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for all documents;
2011-10-26 11:14:11.2091;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:14:11.2091;Raven.Database.Server.HttpServer;Debug;Request # 899: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/Programs?query=&start=0&pageSize=128&aggregation=None&fetch=__document_id&fetch=Name&sort=Name;
2011-10-26 11:14:12.9622;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:14:12.9622;Raven.Database.Server.HttpServer;Debug;Request # 900: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:14:12.9622;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:14:12.9622;Raven.Database.Server.HttpServer;Debug;Request # 901: GET     -     0 ms - <default>  - 200 - /docs/programs/3073;
2011-10-26 11:21:01.6219;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:21:01.6219;Raven.Database.Server.HttpServer;Debug;Request # 902: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:21:01.7019;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for all documents;
2011-10-26 11:21:01.7019;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:21:01.7019;Raven.Database.Server.HttpServer;Debug;Request # 903: GET     -     2 ms - <default>  - 200 - /indexes/dynamic/Programs?query=&start=0&pageSize=128&aggregation=None&fetch=__document_id&fetch=Name&sort=Name;
2011-10-26 11:21:02.8869;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:21:02.8869;Raven.Database.Server.HttpServer;Debug;Request # 904: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:21:02.8999;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:21:02.8999;Raven.Database.Server.HttpServer;Debug;Request # 905: GET     -     2 ms - <default>  - 200 - /docs/programs/3073;
2011-10-26 11:26:18.8614;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:26:18.8614;Raven.Database.Server.HttpServer;Debug;Request # 906: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:26:18.8614;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for all documents;
2011-10-26 11:26:18.8614;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:26:18.8614;Raven.Database.Server.HttpServer;Debug;Request # 907: GET     -     2 ms - <default>  - 200 - /indexes/dynamic/Programs?query=&start=0&pageSize=128&aggregation=None&fetch=__document_id&fetch=Name&sort=Name;
2011-10-26 11:26:27.8209;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:26:27.8209;Raven.Database.Server.HttpServer;Debug;Request # 908: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:26:27.8209;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:26:27.8209;Raven.Database.Server.HttpServer;Debug;Request # 909: GET     -     0 ms - <default>  - 200 - /docs/programs/3073;
2011-10-26 11:26:28.9459;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:26:28.9459;Raven.Database.Server.HttpServer;Debug;Request # 910: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:26:28.9459;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for all documents;
2011-10-26 11:26:28.9459;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:26:28.9459;Raven.Database.Server.HttpServer;Debug;Request # 911: GET     -     2 ms - <default>  - 200 - /indexes/dynamic/Programs?query=&start=0&pageSize=128&aggregation=None&fetch=__document_id&fetch=Name&sort=Name;
2011-10-26 11:26:30.7989;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:26:30.8014;Raven.Database.Server.HttpServer;Debug;Request # 912: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:26:30.8264;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for: Name:res;
2011-10-26 11:26:30.8264;Raven.Database.Server.HttpServer;Debug;Request # 913: GET     -     1 ms - <default>  - 200 - /indexes/dynamic/Programs?query=Name%253Ares&start=0&pageSize=128&aggregation=None&fetch=__document_id&fetch=Name;
2011-10-26 11:26:36.5969;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:26:36.5969;Raven.Database.Server.HttpServer;Debug;Request # 914: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:26:36.5969;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for: Name:ReSharper;
2011-10-26 11:26:36.6009;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:26:36.6009;Raven.Database.Server.HttpServer;Debug;Request # 915: GET     -     3 ms - <default>  - 200 - /indexes/dynamic/Programs?query=Name%253AReSharper&start=0&pageSize=128&aggregation=None&fetch=__document_id&fetch=Name;
2011-10-26 11:27:33.6654;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:27:33.6654;Raven.Database.Server.HttpServer;Debug;Request # 916: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:27:33.7054;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for all documents;
2011-10-26 11:27:33.7054;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:27:33.7054;Raven.Database.Server.HttpServer;Debug;Request # 917: GET     -     2 ms - <default>  - 200 - /indexes/dynamic/Programs?query=&start=0&pageSize=128&aggregation=None&fetch=__document_id&fetch=Name&sort=Name;
2011-10-26 11:27:36.8594;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:27:36.8594;Raven.Database.Server.HttpServer;Debug;Request # 918: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:27:36.9064;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for: Name:resharper;
2011-10-26 11:27:36.9064;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:27:36.9064;Raven.Database.Server.HttpServer;Debug;Request # 919: GET     -     1 ms - <default>  - 200 - /indexes/dynamic/Programs?query=Name%253Aresharper&start=0&pageSize=128&aggregation=None&fetch=__document_id&fetch=Name;
2011-10-26 11:27:55.1379;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2011-10-26 11:27:55.1379;Raven.Database.Server.HttpServer;Debug;Request # 920: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2011-10-26 11:27:55.1519;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Programs/ByNameSortByName for: Name:ReSharper;
2011-10-26 11:27:55.1519;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'programs/3073' was found;
2011-10-26 11:27:55.1519;Raven.Database.Server.HttpServer;Debug;Request # 921: GET     -     4 ms - <default>  - 200 - /indexes/dynamic/Programs?query=Name%253AReSharper&start=0&pageSize=128&aggregation=None&fetch=__document_id&fetch=Name;
2011-10-26 11:27:55.1639;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
